Stock;Price;Change;Percent Change;Closing Price;Sector;Industry;Employees;Founded;Website;1-day range;52-week range;Market cap;Market cap clear;P/E ratio;Next earnings date;Dividend yield;Ex-dividend date;Dividend pay date;Number of analysts;Buy Recommendation;Hold Recommendation;Sell Recommendation;Smart Score;Score;High Forecast;High Forecast Percent;Median Forecast;Median Forecast Percent;Low Forecast;Low Forecast Percent;Total revenue Value;Total revenue Change;Net income Value;Net income Change;Earnings per share Value;Earnings per share Change;Net profit margin Value;Net profit margin Change;Free cash flow Value;Free cash flow Change;Debt-to-equity ratio Value;Debt-to-equity ratio Change;Date of record;Time of record;Page Load Time (s);Dynamic Element Load Time (s);Fear & Greed Index;;;;;;;;;;;;;;
PODD;267.04;- 0.95;-0.35;269.00;Health Technology;Medical Specialties;3000;2000;www.insulet.com;"262.49
271.13";"160.19
279.77";18.73B;18730000000.0;45.41;Feb 19, 2025;;;;26;0.77;0.19;0.04;7.0;1.2865488316357099;340.0;27.32174955062911;285.0;6.725584182144989;234.0;-12.372678250449377;543.90M;25.70%;77.50M;49.33%;1.08;53.09%;14.25%;18.80%;71.80M;100.00%;1.25;46.51%;2025-01-15;08:01:56 UTC;2.37;0.01;27;-0.95;-0.35;-4.79;-1.76;1.54;0.58;68.17;34.28;10.19;3.97;67.44;33.79;78.28;41.47
COO;89.11;- 2.17;-2.38;90.48;Health Technology;Medical Specialties;16000;1958;www.coopercos.com;"88.63
91.46";"84.76
112.38";17.78B;17780000000.0;45.52;Feb 26, 2025;;2023-07-25;2023-08-10;21;0.57;0.38;0.05;7.0;2.245577376276512;125.0;40.27606329255976;119.0;33.54281225451689;96.0;7.732016608685894;1.02B;8.04%;117.50M;32.17%;0.58;n/a;11.54%;26.59%;128.10M;247.15%;0.35;5.59%;2025-01-15;08:01:56 UTC;2.48;0.01;27;-2.17;-2.38;-1.2;-1.33;-4.87;-5.18;0.44;0.5;-1.55;-1.71;-6.59;-6.89;0.3;0.34
SMCI;30.53;- 0.55;-1.77;30.57;Electronic Technology;Computer Processing Hardware;5126;1993;www.supermicro.com;"30.40
32.39";"17.25
122.90";17.88B;17880000000.0;15.2;Feb 3, 2025;;;;12;0.25;0.58;0.17;5.0;0.9036881755650176;100.0;227.54667540124464;28.0;-8.286930887651494;15.0;-50.8679986898133;5.31B;44.84%;352.73M;19.18%;0.55;n/a;6.64%;25.00%;n/a;n/a;0.40;170.02%;2025-01-15;08:01:56 UTC;2.11;0.01;27;-0.55;-1.77;-2.07;-6.35;-2.91;-8.7;-59.24;-65.99;0.48;1.6;-2.1;-6.44;27.66;964.88
STX;91.23;+ 2.30;2.59;91.00;Electronic Technology;Computer Peripherals;30000;1978;www.seagate.com;"89.10
91.75";"81.88
115.32";19.30B;19300000000.0;23.85;Jan 20, 2025;2.71;2024-12-12;2025-01-05;24;0.58;0.33;0.08;2.0;1.5458226460594098;144.0;57.84281486353172;130.0;42.496985640688365;65.0;-28.751507179655817;2.17B;31.00%;305.00M;1,120.00%;1.41;259.62%;14.07%;211.17%;27.00M;78.91%;n/a;n/a;2025-01-15;08:01:56 UTC;2.59;0.01;27;2.3;2.59;2.36;2.66;-4.35;-4.55;-17.71;-16.26;4.84;5.6;6.42;7.57;30.15;49.36
MAA;151.37;+ 1.18;0.79;149.21;Finance;Real Estate Investment Trusts;2427;1994;www.maac.com;"149.90
151.92";"121.51
167.39";18.16B;18160000000.0;34.17;Jan 28, 2025;4.22;2025-01-14;2025-01-30;26;0.46;0.46;0.08;6.0;1.0901301446786018;187.0;23.53834973905001;165.0;9.00442624033824;140.0;-7.511395917288766;551.13M;1.68%;115.14M;4.02%;0.98;3.96%;20.89%;2.31%;215.52M;6.88%;0.82;13.90%;2025-01-15;08:01:56 UTC;3.32;0.01;27;1.18;0.79;3.18;2.15;-7.18;-4.53;11.42;8.16;-1.1;-0.72;15.9;11.74;17.38;12.97
FDS;454.17;- 0.69;-0.15;454.70;Technology Services;Data Processing Services;12398;1978;www.factset.com;"450.85
457.31";"391.84
499.87";17.27B;17270000000.0;32.54;Mar 31, 2025;0.96;2024-11-28;2024-12-18;24;0.17;0.5;0.33;5.0;0.07335226897417224;525.0;15.595481868022985;484.5;6.678116123918352;373.0;-17.872162406147478;568.67M;2.89%;150.02M;5.13%;3.90;1.32%;26.38%;3.71%;60.50M;72.11%;0.78;25.24%;2025-01-15;08:01:56 UTC;2.54;0.07;27;-0.69;-0.15;1.15;0.25;-33.42;-6.85;25.63;5.98;-22.34;-4.69;-8.06;-1.74;178.45;64.72
NRG;99.79;+ 2.59;2.66;100.88;Utilities;Electric Utilities;18131;1989;www.nrg.com;"97.76
100.60";"50.24
103.14";20.21B;20210000000.0;24.17;Feb 26, 2025;2.92;2024-10-31;2024-11-14;13;0.38;0.54;0.08;10.0;0.3020583224772016;140.0;40.294618699268455;105.5;5.722016234091585;74.0;-25.844272973243815;7.20B;10.12%;- 767.00M;323.62%;- 3.79;369.53%;- 10.65%;348.80%;- 83.00M;120.91%;5.82;40.25%;2025-01-15;08:01:56 UTC;1.83;0.01;27;2.59;2.66;0.4;0.4;5.61;5.96;24.4;32.37;7.04;7.59;48.85;95.9;61.25;158.93
BBY;82.8;- 1.51;-1.79;82.94;Retail Trade;Electronics/Appliance Stores;85000;1966;www.bestbuy.com;"82.00
84.58";"69.29
103.71";17.70B;17700000000.0;14.14;Feb 26, 2025;4.86;2024-12-16;2025-01-06;31;0.32;0.61;0.06;9.0;1.4621256038647346;117.0;41.30434782608696;100.0;20.772946859903385;76.0;-8.212560386473426;9.45B;3.19%;273.00M;3.80%;1.26;4.57%;2.89%;7.22%;- 449.00M;315.74%;1.32;7.95%;2025-01-15;08:01:56 UTC;3.4;0.01;27;-1.51;-1.79;-0.47;-0.56;-5.76;-6.5;-2.7;-3.16;-3.37;-3.91;10.94;15.22;-7.14;-7.94
SNA;340.31;+ 1.11;0.33;343.50;Consumer Durables;Tools & Hardware;13200;1920;www.snapon.com;"336.96
342.19";"252.98
373.89";17.86B;17860000000.0;17.52;Feb 5, 2025;2.33;2024-11-20;2024-12-09;13;0.15;0.54;0.31;5.0;-0.28747024771531837;370.0;8.724398342687548;350.0;2.8474038376774113;280.0;-17.722076929858073;1.25B;0.54%;251.10M;3.29%;4.70;4.26%;20.13%;3.85%;253.80M;2.50%;0.23;11.27%;2025-01-15;08:01:56 UTC;2.46;0.01;27;1.11;0.33;7.78;2.34;-11.88;-3.37;69.47;25.65;5.2;1.55;55.27;19.39;170.31;100.18
L;83.43;+ 1.35;1.64;83.31;Finance;Property/Casualty Insurance;12280;1969;www.loews.com;"81.87
83.55";"70.59
87.45";18.17B;18170000000.0;11.09;Feb 9, 2025;0.36;2024-11-26;2024-12-09;1;0.0;1.0;0.0;6.0;-0.08284070478245266;82.0;-1.7140117463742137;82.0;-1.7140117463742137;82.0;-1.7140117463742137;4.47B;13.75%;401.00M;58.50%;1.82;62.86%;8.98%;39.33%;1.00B;5.71%;0.55;13.61%;2025-01-15;08:01:56 UTC;2.34;0.02;27;1.35;1.64;2.3;2.83;-0.6;-0.71;6.01;7.76;-0.73;-0.87;12.33;17.34;31.04;59.25
PFG;78.84;+ 1.04;1.34;78.01;Finance;Investment Managers;19800;1879;www.principal.com;"77.66
79.11";"72.21
91.97";18.03B;18030000000.0;;Feb 5, 2025;3.3;2024-12-01;2024-12-17;15;0.27;0.53;0.2;3.0;0.7626940639269407;99.0;25.570776255707756;90.0;14.155251141552508;75.0;-4.870624048706245;3.01B;34.51%;- 220.00M;117.65%;- 0.95;118.69%;- 7.31%;126.96%;1.11B;7.97%;0.35;4.65%;2025-01-15;08:01:56 UTC;2.38;0.01;27;1.04;1.34;;-3.27;0.17;0.22;-7.24;-8.41;1.45;1.87;0.7;0.9;21.76;38.12
STLD;123.52;+ 0.25;0.2;124.50;Non-Energy Minerals;Steel;12600;1993;www.steeldynamics.com;"121.71
124.25";"104.60
155.56";18.80B;18800000000.0;11.18;Jan 21, 2025;1.44;2024-12-30;2025-01-09;16;0.25;0.63;0.13;8.0;0.7466709844559585;165.0;33.58160621761658;145.0;17.389896373057;108.0;-12.564766839378235;4.34B;5.35%;317.80M;44.94%;2.05;40.92%;7.32%;41.83%;138.50M;75.06%;0.41;16.56%;2025-01-15;08:01:56 UTC;2.26;0.01;27;0.25;0.2;7.19;6.18;1.81;1.49;-8.39;-6.36;11.59;10.35;11.92;10.68;90.31;271.94
TRMB;71.56;+ 1.29;1.84;72.60;Technology Services;Packaged Software;12700;1978;www.trimble.com;"70.22
72.07";"48.60
76.97";17.48B;17480000000.0;11.96;Feb 4, 2025;;;;14;0.93;0.07;0.0;10.0;2.1747847959754054;92.0;28.563443264393513;86.2;20.458356623812186;78.0;8.999441028507544;875.80M;8.51%;40.60M;45.79%;0.16;46.67%;4.64%;40.75%;88.50M;33.91%;0.33;55.24%;2025-01-15;08:01:56 UTC;2.46;0.01;27;1.29;1.84;1.33;1.89;-2.68;-3.61;14.27;24.91;1.85;2.65;21.25;42.24;27.42;62.12
OMC;84.76;+ 1.60;1.92;85.18;Commercial Services;Advertising/Marketing Services;75900;1944;www.omnicomgroup.com;"83.46
85.29";"81.42
107.00";16.65B;16649999999.999998;11.57;Feb 17, 2025;3.24;2024-12-19;2025-01-09;15;0.67;0.27;0.07;8.0;2.4153374233128826;130.0;53.37423312883435;120.0;41.57621519584709;89.0;5.002359603586591;3.88B;8.51%;385.90M;3.76%;1.95;4.65%;9.94%;4.37%;537.40M;40.94%;1.96;1.10%;2025-01-15;08:01:56 UTC;2.13;0.01;27;1.6;1.92;2.69;3.28;-6.13;-6.74;-8.99;-9.59;-1.68;-1.94;-3.68;-4.16;4.27;5.31
CTRA;28.86;+ 0.25;0.87;28.86;Energy Minerals;Integrated Oil;894;1989;www.coterra.com;"28.56
29.17";"22.30
29.17";21.25B;21250000000.0;17.53;Feb 19, 2025;4.58;2024-11-13;2024-11-26;29;0.86;0.14;0.0;9.0;2.058156618156618;38.0;31.670131670131674;33.0;14.345114345114348;29.0;0.4851004851004871;1.33B;1.77%;252.00M;21.98%;0.34;20.57%;18.96%;20.57%;359.00M;70.95%;0.18;9.29%;2025-01-15;08:01:56 UTC;2.5;0.02;27;0.25;0.87;1.09;3.93;4.13;16.7;1.61;5.91;2.72;10.41;4.04;16.28;12.05;71.68
HRL;30.01;- 0.25;-0.83;30.02;Consumer Non-Durables;Food: Meat/Fish/Dairy;20000;1891;www.hormelfoods.com;"29.72
30.32";"28.51
36.86";16.48B;16480000000.0;20.46;Feb 26, 2025;3.64;2025-01-12;2025-02-17;13;0.08;0.69;0.23;6.0;0.5411896034655114;46.0;53.282239253582134;33.0;9.963345551482833;27.0;-10.029990003332227;3.14B;8.68%;220.20M;16.34%;0.40;12.14%;7.02%;14.53%;324.84M;84.37%;0.38;15.39%;2025-01-15;08:01:56 UTC;2.16;0.01;27;-0.25;-0.83;-0.04;-0.13;-2.33;-7.2;-0.54;-1.77;-1.51;-4.79;-1.31;-4.18;-16.29;-35.18
ARE;97.81;+ 0.14;0.14;98.80;Finance;Real Estate Investment Trusts;568;1994;www.are.com;"97.48
98.49";"94.34
130.14";17.09B;17090000000.0;59.64;Jan 26, 2025;3.91;2024-12-30;2025-01-14;14;0.36;0.64;0.0;5.0;1.96031489622738;144.0;47.22421020345568;121.0;23.709232184848172;110.0;12.462938349861975;791.61M;10.90%;164.67M;653.48%;0.96;648.32%;20.80%;579.41%;477.39M;14.24%;0.75;16.43%;2025-01-15;08:01:56 UTC;2.46;0.01;27;0.14;0.14;2.82;2.97;-3.56;-3.51;-29.25;-23.02;0.31;0.32;-28.75;-22.72;-65.09;-39.96
BLDR;154.25;+ 7.78;5.31;154.60;Retail Trade;Home Improvement Chains;29000;1998;www.bldr.com;"149.77
154.69";"130.75
214.70";17.75B;17750000000.0;15.08;Mar 3, 2025;;;;19;0.79;0.21;0.0;9.0;2.930129659643436;232.0;50.405186385737444;220.0;42.62560777957861;175.0;13.452188006482983;4.23B;6.66%;284.78M;36.92%;2.44;32.14%;6.73%;32.42%;630.38M;25.08%;0.98;14.15%;2025-01-15;08:01:56 UTC;3.61;0.01;27;7.78;5.31;14.29;10.21;-6.32;-3.94;1.08;0.71;12.27;8.64;-11.66;-7.03;127.43;475.13
JBHT;181.62;+ 2.39;1.33;181.72;Transportation;Trucking;34718;1961;www.jbhunt.com;"179.61
183.34";"153.12
219.50";18.31B;18310000000.0;32.99;Jan 15, 2025;0.84;2024-11-07;2024-11-21;25;0.64;0.32;0.04;5.0;1.1235656865983923;227.0;24.986234996145797;195.0;7.367030062768415;159.0;-12.454575487281138;3.07B;3.02%;152.07M;18.87%;1.49;17.07%;4.96%;16.34%;163.12M;342.39%;0.38;6.47%;2025-01-15;08:01:56 UTC;2.72;0.01;27;2.39;1.33;7.33;4.21;3.53;1.98;12.0;7.07;10.42;6.09;-9.32;-4.88;66.94;58.37
GEN;27.14;+ 0.29;1.08;27.14;Technology Services;Packaged Software;3400;1982;gendigital.com;"26.93
27.18";"19.08
31.72";16.73B;16730000000.0;27.66;Jan 29, 2025;2.23;2024-11-17;2024-12-10;13;0.54;0.38;0.08;7.0;1.4996610169491524;37.0;36.33014001473839;33.0;21.591746499631537;27.0;-0.515843773028742;974.00M;2.74%;161.00M;8.05%;0.26;11.84%;16.53%;5.17%;156.00M;30.00%;4.09;3.38%;2025-01-15;08:01:56 UTC;2.28;0.01;27;0.29;1.08;0.24;0.89;-2.59;-8.71;1.78;7.02;-0.34;-1.24;3.99;17.24;-0.99;-3.52
DGX;152.98;- 1.04;-0.68;156.00;Health Services;Services to the Health Industry;48000;1967;www.questdiagnostics.com;"150.41
153.12";"123.04
165.32";17.07B;17070000000.0;20.54;Jan 29, 2025;2.06;2025-01-13;2025-01-28;21;0.52;0.48;0.0;6.0;1.2414773172963791;185.0;20.93084063276246;172.0;12.43299777748726;145.0;-5.216368152699693;2.49B;8.41%;225.00M;0.90%;1.99;1.79%;9.04%;6.93%;250.00M;145.10%;1.02;33.89%;2025-01-15;08:01:56 UTC;2.16;0.01;27;-1.04;-0.68;1.19;0.78;0.33;0.22;8.39;5.8;2.02;1.34;19.13;14.29;45.92;42.89
KEY;17.48;+ 0.46;2.7;17.59;Finance;Major Banks;16698;1958;www.key.com;"17.11
17.52";"12.94
20.04";17.33B;17330000000.0;1589.09;Jan 20, 2025;5.69;2024-12-02;2024-12-12;23;0.43;0.57;0.0;4.0;1.4117391304347822;23.0;31.57894736842105;20.0;14.416475972540043;17.0;-2.7459954233409634;1.90B;28.82%;- 411.00M;236.09%;- 0.47;263.99%;- 21.67%;291.19%;- 1.04B;250.51%;1.26;44.89%;2025-01-15;08:01:56 UTC;3.06;0.01;27;0.46;2.7;0.76;4.55;-0.72;-3.96;1.98;12.77;0.5;2.94;3.56;25.57;-2.11;-10.77
NI;36.73;+ 0.39;1.07;36.39;Utilities;Gas Distributors;7411;1987;www.nisource.com;"36.28
36.95";"24.80
38.55";17.14B;17140000000.0;22.32;Feb 18, 2025;3.77;2024-10-30;2024-11-19;17;0.76;0.18;0.06;10.0;1.1657827389055275;41.0;11.625374353389608;38.0;3.4576640348489063;36.0;-1.9874761775115626;1.08B;4.76%;85.50M;0.59%;0.19;9.11%;7.94%;3.98%;- 234.70M;38.46%;1.63;25.43%;2025-01-15;08:01:56 UTC;2.37;0.01;27;0.39;1.07;0.7;1.94;0.39;1.07;7.0;23.55;0.37;1.02;10.45;39.76;7.69;26.48
PNR;100.28;+ 1.64;1.66;101.49;Producer Manufacturing;Industrial Machinery;10500;2013;pentair.com;"99.22
100.93";"69.42
110.71";16.57B;16570000000.0;25.11;Feb 3, 2025;1.22;2025-01-23;2025-02-06;22;0.55;0.41;0.05;8.0;1.362018348623853;126.0;25.64818508177104;115.0;14.678899082568805;96.0;-4.268049461507779;993.40M;1.53%;139.60M;5.68%;0.84;5.42%;14.05%;7.32%;233.20M;63.31%;0.50;27.64%;2025-01-15;08:01:56 UTC;2.53;0.01;27;1.64;1.66;3.31;3.41;-7.51;-6.97;20.23;25.27;-0.12;-0.12;29.58;41.84;52.99;112.05
J;135.15;+ 0.87;0.65;135.17;Technology Services;Data Processing Services;45000;1947;www.jacobs.com;"133.88
135.87";"108.40
150.54";16.76B;16760000000.000002;21.38;Feb 3, 2025;0.75;2024-10-24;2024-11-21;19;0.58;0.37;0.05;7.0;1.4360821309655933;176.0;30.225675175730665;152.0;12.467628560858302;134.0;-0.8509064002959716;2.96B;30.62%;297.28M;82.51%;2.51;101.87%;10.04%;171.78%;158.19M;323.99%;0.60;10.92%;2025-01-15;08:01:56 UTC;1.84;0.06;27;0.87;0.65;2.8;2.12;-2.09;-1.52;19.05;16.41;2.19;1.65;29.19;27.54;59.73;79.2
DG;69.38;- 2.21;-3.09;69.70;Retail Trade;Discount Stores;185800;1939;www.dollargeneral.com;"69.33
72.03";"69.33
168.07";15.26B;15260000000.0;11.43;Mar 12, 2025;1.73;2025-01-06;2025-01-20;33;0.3;0.67;0.03;7.0;1.906073796483137;108.0;55.664456615739425;89.0;28.279042951859335;66.0;-4.871720957048135;10.18B;5.05%;196.53M;28.86%;0.89;28.92%;1.93%;32.28%;201.02M;17.18%;2.39;14.66%;2025-01-15;08:01:56 UTC;1.97;0.01;27;-2.21;-3.09;-1.98;-2.77;-5.89;-7.83;-57.58;-45.35;-6.25;-8.26;-68.44;-49.66;-88.61;-56.09
BALL;54.38;+ 1.13;2.12;54.30;Process Industries;Containers/Packaging;21000;1880;www.ball.com;"53.34
54.40";"51.96
71.32";16.23B;16230000000.0;;Feb 3, 2025;1.39;2024-12-01;2024-12-15;17;0.59;0.35;0.06;3.0;2.409536594336153;83.0;52.62964325119529;72.0;32.40161824200073;61.0;12.173593232806173;3.08B;13.02%;191.00M;5.91%;0.65;1.39%;6.20%;8.17%;493.00M;9.38%;0.92;64.05%;2025-01-15;08:01:56 UTC;2.23;0.01;27;1.13;2.12;2.37;4.56;-3.45;-5.97;-6.73;-11.01;-0.06;-0.11;-1.1;-1.98;-14.86;-21.46
NWS;30.41;+ 0.16;0.53;30.41;Consumer Services;Publishing: Newspapers;23900;1979;www.newscorp.com;"30.20
30.63";"23.99
32.87";16.21B;16210000000.0;49.06;Feb 5, 2025;0.7;2024-09-10;2024-10-08;1;1.0;0.0;0.0;3.0;;;;;;;;2.58B;6.36%;119.00M;296.67%;0.21;298.28%;4.62%;284.66%;- 31.00M;107.35%;0.49;6.83%;2025-01-15;08:01:56 UTC;2.27;0.01;27;0.16;0.53;0.52;1.74;-0.94;-3.0;2.07;7.3;0.04;0.13;5.61;22.62;15.18;99.67
NWSA;27.55;+ 0.11;0.4;27.55;Consumer Services;Publishing: Newspapers;23900;1979;www.newscorp.com;"27.38
27.75";"22.65
30.04";16.21B;16210000000.0;44.44;Feb 5, 2025;0.73;2024-09-10;2024-10-08;9;0.89;0.0;0.11;7.0;2.9454809437386573;44.0;59.70961887477314;40.0;45.190562613430124;32.0;16.1524500907441;2.58B;6.36%;119.00M;296.67%;0.21;298.28%;4.62%;284.66%;- 31.00M;107.35%;0.49;6.83%;2025-01-15;08:01:56 UTC;2.77;0.13;27;0.11;0.4;0.57;2.11;-1.1;-3.84;-0.15;-0.54;0.09;0.33;3.8;16.0;12.64;84.78
UDR;41.19;+ 0.21;0.51;40.96;Finance;Real Estate Investment Trusts;1410;1972;www.udr.com;"40.88
41.36";"34.19
47.55";13.59B;13590000000.0;110.52;Feb 4, 2025;4.39;2025-01-09;2025-01-30;24;0.46;0.5;0.04;8.0;1.382155863073562;52.0;26.24423403738772;47.5;15.31925224569071;40.0;-2.889050740470983;420.16M;2.45%;22.60M;31.23%;0.06;32.67%;5.38%;32.87%;160.86M;27.44%;1.74;20.49%;2025-01-15;08:01:56 UTC;3.28;0.02;27;0.21;0.51;1.1;2.74;-3.55;-7.93;0.63;1.55;-1.34;-3.15;2.85;7.43;-6.26;-13.19
HOLX;70.2;- 0.09;-0.13;69.20;Health Technology;Medical Specialties;7063;1985;www.hologic.com;"69.80
70.77";"69.46
84.67";15.93B;15930000000.0;21.12;Feb 4, 2025;;;;23;0.39;0.57;0.04;4.0;2.1319373219373214;95.0;35.32763532763532;88.0;25.356125356125354;81.0;15.38461538461538;987.90M;2.94%;178.60M;5.12%;0.76;n/a;18.08%;88.63%;336.70M;27.34%;0.52;10.49%;2025-01-15;08:01:56 UTC;2.55;0.01;27;-0.09;-0.13;-1.5;-2.09;-2.24;-3.09;-7.14;-9.23;-1.54;-2.15;-2.69;-3.69;15.88;29.23
JBL;155.97;+ 2.46;1.6;156.00;Producer Manufacturing;Industrial Machinery;138000;1966;www.jabil.com;"153.51
156.70";"95.84
156.94";17.03B;17030000000.000002;14.96;Mar 12, 2025;0.29;2024-11-14;2024-12-02;11;0.73;0.18;0.09;7.0;0.27129704430339174;160.0;2.5838302237609803;150.0;-3.827659165224081;128.0;-17.932935820991215;6.99B;3.39%;100.00M;22.48%;0.88;40.27%;1.43%;38.19%;215.00M;47.43%;2.07;61.83%;2025-01-15;08:01:56 UTC;2.05;0.01;27;2.46;1.6;2.09;1.36;20.98;15.54;40.67;35.27;13.14;9.2;30.56;24.37;112.75;260.87
GPC;117.02;+ 0.51;0.44;118.29;Distribution Services;Wholesale Distributors;60000;1928;www.genpt.com;"116.14
117.80";"112.74
164.45";16.27B;16270000000.0;15.06;Feb 18, 2025;2.74;2024-12-05;2025-01-01;15;0.4;0.6;0.0;7.0;1.1775252093659208;138.0;17.928559220646047;130.0;11.092121004956422;120.0;2.546573235344389;5.97B;2.50%;226.58M;35.48%;1.62;34.86%;3.80%;37.06%;357.96M;25.57%;1.28;26.02%;2025-01-15;08:01:56 UTC;2.41;0.01;27;0.51;0.44;1.11;0.96;-1.56;-1.32;-24.21;-17.14;0.96;0.83;-22.78;-16.29;14.22;13.83
IEX;214.54;+ 4.51;2.15;214.01;Producer Manufacturing;Industrial Machinery;8800;1987;www.idexcorp.com;"210.21
215.37";"189.51
246.36";16.25B;16250000000.0;33.2;Feb 3, 2025;1.18;2025-01-16;2025-01-30;17;0.47;0.53;0.0;8.0;1.0885494546471524;269.0;25.384543674839193;239.0;11.401137317050438;200.0;-6.777290948074947;798.20M;0.60%;119.10M;43.04%;1.57;43.04%;14.92%;43.38%;191.60M;7.22%;0.55;29.54%;2025-01-15;08:01:56 UTC;3.89;0.01;27;4.51;2.15;8.52;4.14;-9.54;-4.26;7.85;3.8;8.48;4.12;8.77;4.26;38.69;22.0
MAS;75.86;+ 2.30;3.13;77.99;Producer Manufacturing;Building Products;18000;1929;www.masco.com;"74.00
75.88";"63.81
86.70";16.37B;16370000000.000002;20.18;Feb 10, 2025;1.71;2024-11-07;2024-11-24;22;0.36;0.59;0.05;1.0;1.3279066701819138;96.0;26.548905879251254;89.0;17.321381492222514;75.0;-1.1336672818349582;1.98B;0.20%;167.00M;32.93%;0.77;30.47%;8.42%;33.07%;377.00M;12.73%;n/a;n/a;2025-01-15;08:01:56 UTC;5.23;0.01;27;2.3;3.13;3.73;5.17;-1.92;-2.47;5.28;7.48;4.24;5.92;8.4;12.45;26.77;54.53
KIM;22.01;- 0.06;-0.27;22.01;Finance;Real Estate Investment Trusts;660;1973;www.kimcorealty.com;"21.95
22.16";"17.57
25.83";14.84B;14840000000.0;40.94;Feb 6, 2025;4.36;2024-12-04;2024-12-18;23;0.3;0.7;0.0;7.0;1.7568196274420713;30.0;36.30168105406633;26.0;18.128123580190813;24.0;9.041344843253059;514.18M;14.74%;133.60M;13.61%;0.19;3.77%;25.98%;0.98%;211.08M;24.92%;0.80;6.35%;2025-01-15;08:01:56 UTC;2.49;0.02;27;-0.06;-0.27;0.35;1.62;-2.42;-9.91;1.05;5.01;-0.96;-4.18;1.76;8.69;1.74;8.58
ALGN;210.46;- 3.22;-1.51;214.89;Health Technology;Medical Specialties;21610;1997;www.aligntech.com;"208.80
215.35";"196.09
335.40";15.71B;15710000000.0;35.88;Feb 4, 2025;;;;17;0.65;0.24;0.12;8.0;1.8547001805568752;320.0;52.04789508695239;275.0;30.666159840349707;200.0;-4.97006557065476;977.87M;1.84%;115.96M;4.50%;1.55;1.85%;11.86%;6.22%;233.86M;11.94%;0.03;3.00%;2025-01-15;08:01:56 UTC;3.2;0.08;27;-3.22;-1.51;-1.66;-0.78;-19.63;-8.53;-29.81;-12.41;1.97;0.94;-57.0;-21.31;-70.24;-25.02
DLTR;70.17;- 0.98;-1.38;70.01;Retail Trade;Discount Stores;211800;1986;www.dollartree.com/;"68.87
71.83";"60.49
151.22";15.09B;15090000000.0;;Feb 25, 2025;;;;30;0.3;0.67;0.03;3.0;1.6392746187829554;105.0;49.6365968362548;80.0;14.008835684765566;70.0;-0.24226877583012926;7.57B;3.46%;233.30M;10.05%;1.08;12.09%;3.08%;6.36%;357.30M;1,106.48%;1.38;16.31%;2025-01-15;08:01:56 UTC;3.05;0.01;27;-0.98;-1.38;-2.73;-3.74;0.14;0.2;-33.66;-32.42;-6.3;-8.24;-65.79;-48.39;-21.38;-23.35
EXPD;111.24;+ 0.66;0.6;111.29;Transportation;Air Freight/Couriers;18100;1979;www.expeditors.com;"110.81
112.26";"108.36
131.59";15.57B;15570000000.0;21.69;Feb 17, 2025;1.08;2024-12-01;2024-12-15;17;0.0;0.59;0.41;2.0;-0.42454872348076217;131.0;17.763394462423594;119.5;7.425386551600149;86.0;-22.689679971233364;3.00B;36.99%;229.57M;33.98%;1.63;40.60%;7.65%;2.20%;77.68M;57.32%;0.23;10.40%;2025-01-15;08:01:56 UTC;6.83;0.02;27;0.66;0.6;2.15;1.97;-6.54;-5.55;-7.79;-6.54;1.22;1.11;-15.95;-12.54;34.42;44.81
EG;358.34;+ 6.65;1.89;359.30;Finance;Property/Casualty Insurance;2844;1999;www.everestglobal.com;"349.15
358.80";"343.76
407.30";15.40B;15400000000.0;5.6;Feb 2, 2025;1.92;2024-11-26;2024-12-12;14;0.5;0.43;0.07;7.0;1.6084763074175363;517.0;44.27638555561758;419.5;17.06758944019647;372.0;3.8120221019143905;4.29B;7.37%;509.00M;24.14%;11.81;24.51%;11.88%;29.35%;1.82B;26.53%;0.22;19.63%;2025-01-15;08:01:56 UTC;2.73;0.01;27;6.65;1.89;4.82;1.36;0.57;0.16;-37.92;-9.57;-4.99;-1.37;-10.89;-2.95;78.37;27.99
MRNA;34.46;- 0.69;-1.96;34.15;Health Technology;Biotechnology;5600;2010;www.modernatx.com;"33.18
35.68";"31.94
170.47";13.26B;13260000000.0;;Feb 13, 2025;;;;28;0.32;0.54;0.14;3.0;7.015101567034243;212.0;515.2060359837493;59.0;71.21300058038304;31.0;-10.040626813697044;1.86B;1.69%;13.00M;100.36%;0.03;100.34%;0.70%;100.35%;- 1.72B;1.32%;0.11;5.06%;2025-01-15;08:01:56 UTC;2.55;0.01;27;-0.69;-1.96;-7.79;-18.44;-7.38;-17.64;-87.02;-71.63;-7.54;-17.95;-67.7;-66.27;13.84;67.12
LNT;57.79;+ 0.81;1.42;58.54;Utilities;Electric Utilities;3281;1981;www.alliantenergy.com;"56.81
57.86";"46.80
64.19";14.83B;14830000000.0;22.43;Feb 19, 2025;3.53;2024-10-30;2024-11-14;15;0.2;0.73;0.07;9.0;0.7459716213877836;69.0;19.397819691988236;64.0;10.745803772278943;56.0;-3.0974216992559254;1.08B;0.37%;295.00M;13.90%;1.15;12.52%;27.29%;13.48%;- 123.00M;24.07%;1.53;10.38%;2025-01-15;08:01:56 UTC;2.55;0.01;27;0.81;1.42;1.13;1.99;-2.09;-3.49;4.25;7.94;-0.72;-1.23;7.51;14.94;0.63;1.1
